日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-06-18,'300779,惠城环保,38.95,40.53,38.1,38.5,38.95,0.0,0.0,27.4132,6853304,269925266.78,3895000000.0,973750000.0
2019-06-17,'300779,惠城环保,38.95,39.99,38.66,38.76,38.69,0.26,0.672,26.4088,6602196,259222726.86,3895000000.0,973750000.0
2019-06-14,'300779,惠城环保,38.69,42.0,38.41,41.18,42.21,-3.52,-8.3393,40.015,10003739,402923997.51,3869000000.0,967250000.0
2019-06-13,'300779,惠城环保,42.21,44.78,41.58,44.02,46.01,-3.8,-8.2591,53.1762,13294047,574096123.58,4221000000.0,1055250000.0
2019-06-12,'300779,惠城环保,46.01,54.97,45.54,50.0,49.97,-3.96,-7.9248,79.8095,19952381,1010299188.57,4601000000.0,1150250000.0
2019-06-11,'300779,惠城环保,49.97,49.97,43.06,47.5,45.43,4.54,9.9934,62.9807,15745171,738409388.7,4997000000.0,1249250000.0
2019-06-10,'300779,惠城环保,45.43,45.43,43.25,43.25,41.3,4.13,10.0,41.9544,10488607,470176155.69,4543000000.0,1135750000.0
2019-06-06,'300779,惠城环保,41.3,48.0,39.29,39.5,43.66,-2.36,-5.4054,57.9945,14498620,599196154.61,4130000000.0,1032500000.0
2019-06-05,'300779,惠城环保,43.66,46.04,40.18,42.34,41.86,1.8,4.3,72.2232,18055799,784618915.13,4366000000.0,1091500000.0
2019-06-04,'300779,惠城环保,41.86,44.88,37.9,39.4,41.97,-0.11,-0.2621,69.6183,17404585,695042872.48,4186000000.0,1046500000.0
2019-06-03,'300779,惠城环保,41.97,41.97,41.97,41.97,38.15,3.82,10.0131,0.7043,176070,7389657.9,4197000000.0,1049250000.0
2019-05-31,'300779,惠城环保,38.15,38.15,38.15,38.15,34.68,3.47,10.0058,0.4419,110487,4215079.05,3815000000.0,953750000.0
2019-05-30,'300779,惠城环保,34.68,34.68,34.68,34.68,31.53,3.15,9.9905,0.8598,214957,7454708.76,3468000000.0,867000000.0
2019-05-29,'300779,惠城环保,31.53,31.53,31.53,31.53,28.66,2.87,10.014,0.4499,112483,3546588.99,3153000000.0,788250000.0
2019-05-28,'300779,惠城环保,28.66,28.66,28.66,28.66,26.05,2.61,10.0192,0.3318,82941,2377089.06,2866000000.0,716500000.0
2019-05-27,'300779,惠城环保,26.05,26.05,26.05,26.05,23.68,2.37,10.0084,0.2544,63602,1656832.1,2605000000.0,651250000.0
2019-05-24,'300779,惠城环保,23.68,23.68,23.68,23.68,21.53,2.15,9.9861,0.1095,27373,648192.64,2368000000.0,592000000.0
2019-05-23,'300779,惠城环保,21.53,21.53,21.53,21.53,19.57,1.96,10.0153,0.036,9000,193770.0,2153000000.0,538250000.0
2019-05-22,'300779,N惠城,19.57,19.57,16.31,16.31,13.59,5.98,44.0029,0.0688,17200,335137.0,1957000000.0,489250000.0
